INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,INITIAL_ODOMETER,LOW_MILEAGE_USE,COMMUTE_DISCOUNT,EXCESSIVE_CLAIM_AMOUNT
3,1,90952.2,2018-03-13,3/14/18,1,1,41.79711892,-87.70380493,26130,1,1/22/17,1/22/18,2010,Dodge,Ram,82704,1,0,1
2,3,199698.4,2018-02-18,2/26/18,1,4,41.72479898,-87.6629114,1679,0,6/20/17,6/20/18,2010,Ford,Explorer,186432,0,0,0
3,3,92774.8,2018-05-25,5/28/18,0,1,42.01089475,-87.66279999,1240,0,11/13/17,11/13/18,2014,Lexus,RX,89832,0,1,0
1,1,164476.1,2018-03-20,3/30/18,0,1,41.72731918,-87.66296806,16910,1,10/2/17,10/2/18,2009,Mazda,3,163848,0,0,1
2,3,326539.6,2018-06-28,6/30/18,0,1,41.97538353,-87.75295892,1680,0,1/20/17,1/20/18,2003,Toyota,Tundra,323460,0,0,0
3,3,384513.2,2018-05-29,5/29/18,0,4,41.7595636,-87.66356102,3059,0,5/11/17,5/11/18,2001,Ford,Edge,374940,0,0,0
5,1,102876,2016-10-09,10/13/16,0,1,41.98520012,-87.6628714,20200,1,8/20/15,8/19/16,2011,Subaru,Forester,92100,0,0,1
4,4,46386.7,2018-11-28,12/2/18,1,1,41.90967816,-87.73376347,44838.5,1,6/23/17,6/23/18,2016,Dodge,Durango,41892,0,0,1
3,3,112511.3,2017-07-22,7/24/17,0,1,41.86737512,-87.62249323,1010,0,3/20/16,3/20/17,2012,Mazda,CX-5,105180,0,0,0
1,3,170319.1,2017-03-28,3/31/17,0,1,41.89184174,-87.62038181,2130,0,7/20/16,7/20/17,2009,Chevrolet,Express,159204,0,0,0
5,1,21015.8,2016-09-01,9/5/16,1,1,41.92549933,-87.69391755,25120,1,7/12/15,7/11/16,2015,Lexus,NX,18864,0,0,1
5,3,217004,2017-04-18,5/2/17,0,1,41.80062712,-87.72588868,1920.5,0,8/1/16,8/1/17,2007,Lexus,ES,214200,0,1,0
5,1,229084.9,2018-02-17,2/23/18,1,1,41.89566081,-87.70680242,32680,1,5/19/17,5/19/18,2007,Toyota,Tundra,226776,0,0,1
1,3,243294,2016-05-08,5/14/16,0,2,41.78059864,-87.59919787,2415,0,2/14/15,2/14/16,2003,Jeep,Wrangler,234936,0,0,0
1,1,232866.4,2016-03-09,3/21/16,1,5,41.94677411,-87.67345655,19750,1,9/6/15,9/5/16,2005,Toyota,Camry,225456,0,0,1
5,1,43518.5,2017-01-06,1/10/17,1,1,41.88248581,-87.6648355,18400,1,11/24/16,11/24/17,2015,Mercedes,E class,41232,0,0,1
4,1,205253.9,2018-08-16,8/25/18,1,1,41.80907372,-87.62997639,2370,1,11/24/17,11/24/18,2009,Hyundai,Santa Fe,200052,0,0,0
1,1,74949.5,2016-08-26,8/31/16,0,1,41.92345973,-87.79884308,45287,1,7/12/15,7/11/16,2013,Chevrolet,Equinox,61848,0,0,1
1,1,215047.2,2018-09-05,9/15/18,0,1,41.93317711,-87.68807236,16380,1,11/23/17,11/23/18,2009,Chrysler,Pacifica,205116,0,0,1
3,1,173661.3,2018-11-09,11/10/18,1,1,41.89751455,-87.68703398,37520,1,7/5/17,7/5/18,2010,Chevrolet,Colorado,161964,0,0,1
3,1,124421.8,2017-09-14,9/14/17,1,1,41.99000888,-87.74826667,29530,1,6/12/16,6/12/17,2012,Dodge,Ram,110736,0,0,1
1,1,241467.2,2017-12-26,1/5/18,1,1,41.91050252,-87.68240976,22570,1,11/9/16,11/9/17,2006,GMC,Acadia,236412,0,0,1
3,1,174768.1,2018-07-18,7/19/18,1,1,41.79337895,-87.58405382,17290,1,3/6/17,3/6/18,2010,Chevrolet,Equinox,170664,0,0,1
5,1,91249.5,2016-08-02,8/10/16,0,1,41.99738068,-87.80896764,40660,1,7/12/15,7/11/16,2008,Lexus,ES,79824,1,0,1
2,3,276655.3,2018-01-25,2/5/18,0,1,41.67710445,-87.64173829,2220,0,9/23/17,9/23/18,2006,Dodge,Charger,275460,0,0,0
5,1,54281.9,2016-05-03,5/6/16,0,1,41.96969326,-87.68879319,42872,1,9/3/15,9/2/16,2014,Chevrolet,Silverado,46824,0,0,1
1,1,67844.6,2018-02-17,2/23/18,0,1,41.87181419,-87.74478367,22130,1,8/18/17,8/18/18,2015,Toyota,Corolla,65112,0,1,1
5,3,91656.8,2018-06-06,6/11/18,0,3,41.75890306,-87.58342653,1610,0,5/26/17,5/26/18,2014,Nissan,Maxima,81696,0,0,0
1,1,68313.3,2017-04-27,5/7/17,0,3,41.86964303,-87.64552029,47748,1,6/17/16,6/17/17,2011,Chevrolet,Malibu,59832,1,0,1
1,1,202436.1,2018-05-24,6/6/18,1,1,41.89997167,-87.62401194,33200,1,5/16/17,5/16/18,2009,Buick,Enclave,197748,0,0,1
1,1,285816.8,2018-11-08,11/21/18,0,1,41.82823724,-87.70198748,29070,1,6/22/17,6/22/18,2005,Dodge,Ram,280032,0,0,1
2,1,42563.8,2018-05-20,6/3/18,1,1,41.99758039,-87.69225776,19900,1,3/14/17,3/14/18,2016,Chevrolet,Silverado,37488,0,0,1
3,2,68487,2018-12-13,12/13/18,0,1,41.89640443,-87.63996177,2130,0,3/16/17,3/16/18,2015,Chevrolet,Tahoe,58680,0,0,0
4,3,43052.9,2016-08-05,8/7/16,1,2,41.85290378,-87.63500468,1040,0,6/22/15,6/21/16,2014,Kia,Sportage,41952,0,0,0
2,3,169300.8,2018-10-18,10/24/18,0,1,41.95259946,-87.65434119,14220,0,4/19/17,4/19/18,2011,Hyundai,Sonata,160176,0,0,1
4,1,287840.5,2016-11-01,11/6/16,0,1,41.74872543,-87.64413194,14250,1,11/20/15,11/19/16,2003,Ford,Edge,283608,0,0,1
1,3,290573.7,2017-06-16,6/17/17,0,2,41.99033475,-87.69908651,1610,0,3/23/16,3/23/17,2004,Lexus,NX,276120,0,0,0
3,3,273140.2,2017-11-05,11/8/17,0,3,41.74872543,-87.64413194,2530,0,2/11/16,2/10/17,2005,Nissan,Rogue,261588,0,0,0
3,1,318364.7,2018-10-12,10/13/18,0,2,41.95587913,-87.67838601,23575,1,2/14/17,2/14/18,2003,Chevrolet,Traverse,311580,0,0,1
4,3,370275.1,2017-09-17,9/22/17,0,1,41.75479737,-87.60789532,1260,0,6/7/16,6/7/17,1999,Honda,Pilot,369564,0,0,0
5,1,229262.8,2018-02-23,3/8/18,0,1,41.89218892,-87.68444024,3013,1,6/11/17,6/11/18,2008,Ford,Explorer,220800,0,0,0
3,1,34201.3,2016-11-03,11/3/16,1,2,41.81575149,-87.68392697,28040,1,5/9/15,5/8/16,2013,Jeep,Cherokee,28800,1,0,1
1,1,192322.9,2017-03-28,4/1/17,0,5,41.78588849,-87.72310659,2196.5,1,4/17/16,4/17/17,2008,Nissan,Sentra,179568,0,0,0
4,3,200517.7,2018-11-21,11/29/18,1,1,41.89570453,-87.70221852,2020,0,8/16/17,8/16/18,2008,Subaru,Impreza,197244,0,0,0
3,1,240783.3,2018-05-30,6/3/18,1,1,41.69093147,-87.66242463,28740,1,7/21/17,7/21/18,2008,Toyota,Corolla,226092,0,0,1
2,3,164124.4,2018-03-21,3/21/18,1,1,41.89673792,-87.62022135,1860,0,6/3/17,6/3/18,2011,GMC,Sierra,159264,0,0,0
5,3,175619.4,2017-06-14,6/20/17,0,1,41.75416613,-87.58624573,1200,0,4/16/16,4/16/17,2001,GMC,Yukon,162258,1,0,0
2,1,114242.3,2016-09-10,9/19/16,1,4,41.88117859,-87.62448807,19960,1,8/15/15,8/14/16,2004,Volkswagen,Tiguan,110016,1,0,1
2,3,114097.7,2018-04-14,4/27/18,1,1,41.73599814,-87.72162026,2580,0,1/27/17,1/27/18,2009,Dodge,Challenger,99936,1,0,0
5,3,49994.7,2018-07-12,7/21/18,0,1,41.78318944,-87.66651674,1910,0,9/12/17,9/12/18,2016,Toyota,Corolla,39864,0,0,0
3,3,265605.5,2018-02-21,2/22/18,0,1,41.77909217,-87.68191355,2700,0,10/12/17,10/12/18,2007,Buick,Encore,250668,0,0,0
5,1,50292.6,2016-04-18,4/24/16,0,4,41.90156514,-87.6672981,34390,1,8/3/15,8/2/16,2012,Dodge,Challenger,37656,1,0,1
2,3,65265.5,2017-03-22,4/4/17,0,1,41.93102101,-87.67686402,16870,0,2/19/16,2/18/17,2014,Mercedes,C Class,59700,0,0,1
3,4,102623.9,2018-12-29,1/7/19,1,1,41.84521878,-87.64659399,24380,1,9/6/17,9/6/18,2013,Volkswagen,Jetta,97620,0,0,1
5,3,67999.3,2017-06-23,7/6/17,0,1,41.8820229,-87.63708141,1050,0,3/25/16,3/25/17,2014,Ford,Focus,57132,0,0,0
5,3,114823.5,2018-04-24,5/8/18,0,3,41.9686275,-87.77946917,1978,0,3/6/17,3/6/18,2013,Ford,Explorer,103068,0,0,0
5,3,187053.8,2016-06-19,6/23/16,0,3,41.92128809,-87.6548357,2150,0,1/23/15,1/23/16,2007,Chevrolet,Cruze,181332,0,0,0
5,1,362191.6,2018-04-01,4/10/18,1,1,41.99750814,-87.70879746,41779.5,1,2/8/17,2/8/18,2002,Jeep,Compass,356376,0,0,1
5,1,259567,2016-01-08,1/11/16,1,1,41.98978644,-87.74869423,20769,1,2/1/15,2/1/16,2003,Toyota,Tundra,255528,0,0,1
3,1,211068.3,2016-06-25,7/3/16,1,2,41.78656968,-87.60590062,33000,1,9/9/15,9/8/16,2006,Nissan,Rogue,201960,0,0,1
5,3,88937.7,2018-09-28,10/6/18,0,1,41.77139325,-87.65443268,2160,0,9/4/17,9/4/18,2014,Mazda,CX-5,84840,0,0,0
1,3,91330.9,2016-06-09,6/9/16,1,1,41.94579927,-87.76423351,1460,0,10/13/15,10/12/16,2012,Ford,F-150,82032,0,0,0
3,1,374189.9,2016-05-07,5/15/16,1,1,41.76139481,-87.64931423,36440,1,2/2/15,2/2/16,2000,Chevrolet,Traverse,362304,0,0,1
1,1,339378.3,2017-08-09,8/17/17,0,1,41.87432781,-87.64256918,48035.5,1,5/18/16,5/18/17,1999,Kia,Sorento,328464,0,1,1
5,3,245177.8,2018-03-18,3/31/18,1,1,41.91087554,-87.65827824,1200,0,7/20/17,7/20/18,2007,Chevrolet,Silverado,240252,0,0,0
1,3,70986.7,2016-09-10,9/17/16,0,1,41.87907527,-87.7715013,2270,0,5/11/15,5/10/16,2013,Ford,F-150,58320,0,0,0
5,1,235196.5,2017-04-02,4/9/17,0,1,41.84925702,-87.68570568,19390,1,3/18/16,3/18/17,2007,Toyota,Rav-4,230124,0,0,1
3,3,120715.4,2017-08-08,8/15/17,0,4,41.85539582,-87.63030525,1630,0,7/5/16,7/5/17,2011,Ford,F-150,118800,0,1,0
1,3,228822.2,2017-10-22,10/26/17,0,2,41.74124549,-87.64007166,2490,0,11/26/16,11/26/17,2006,Nissan,Rogue,224916,0,0,0
4,3,310443.5,2017-09-03,9/11/17,0,1,41.98997392,-87.74847302,1310,0,6/19/16,6/19/17,2002,Dodge,Charger,302220,0,0,0
5,3,361677.5,2017-07-22,8/2/17,1,1,41.94523891,-87.65681537,2050,0,4/7/16,4/7/17,2002,Hyundai,Sonata,357840,0,0,0
2,3,400921.9,2017-06-16,6/27/17,0,2,41.692848,-87.61331731,1520,0,8/6/16,8/6/17,1997,Chrysler,Pacifica,398508,0,0,0
2,3,367033.2,2016-08-25,9/6/16,0,1,41.89751009,-87.65760212,1690,0,7/12/15,7/11/16,1998,Ford,Focus,361800,0,0,0
5,1,82795.9,2018-10-01,10/7/18,1,1,41.72258292,-87.57495848,34210,1,6/3/17,6/3/18,2014,Toyota,Sienna,80592,0,0,1
2,3,141545,2017-03-17,3/21/17,1,1,41.71747191,-87.59962268,2210,0,5/7/16,5/7/17,2010,Chevrolet,Suburban,126672,0,0,0
4,3,212435.8,2016-06-11,6/15/16,1,3,41.9214274,-87.75375576,1850,0,5/20/15,5/19/16,2005,Nissan,Rogue,198924,0,0,0
1,3,64696.9,2017-09-04,9/7/17,1,1,41.78687015,-87.80116331,1460,0,3/16/16,3/16/17,2014,Hyundai,Sonata,58320,0,0,0
5,1,201359.2,2016-10-04,10/12/16,0,1,41.90898946,-87.80436284,37630,1,2/7/15,2/7/16,2006,Toyota,Rav-4,186840,0,0,1
2,1,74743.8,2017-04-29,5/13/17,0,5,41.90080165,-87.62427247,2093,1,5/11/16,5/11/17,2010,BMW,X5,68544,1,0,0
2,3,386249.5,2016-09-18,10/1/16,1,1,41.87831014,-87.6175759,2750,0,10/11/15,10/10/16,1998,Ford,Transit,382752,0,0,0
2,1,168168.5,2016-03-22,4/2/16,0,4,41.99759056,-87.66063912,2553,1,8/14/15,8/13/16,2009,Jeep,Cherokee,157332,0,0,0
5,1,209783.4,2017-02-19,2/28/17,0,1,41.80884489,-87.58718912,46483,1,5/3/16,5/3/17,2008,Mercedes,GLC,205524,0,0,1
5,1,176934.4,2018-09-22,10/4/18,1,4,41.83490206,-87.64513773,16040,1,11/19/17,11/19/18,2010,Chrysler,Pacifica,174528,0,0,1
2,3,234647.4,2017-02-20,3/4/17,1,1,41.81635848,-87.62154816,1190,0,5/10/16,5/10/17,2007,Jeep,Renegade,227640,0,0,0
1,3,138554.3,2016-08-02,8/16/16,0,1,41.87205805,-87.74507934,2740,0,10/6/15,10/5/16,2010,Subaru,XV Crosstrek,132120,0,0,0
5,1,66488,2018-08-31,9/10/18,0,1,41.75335698,-87.70264255,26850,1,2/13/17,2/13/18,2015,GMC,Acadia,55404,0,0,1
5,3,320102.8,2016-01-12,1/22/16,0,1,41.96502964,-87.71096162,2714,0,10/25/15,10/24/16,2002,Chevrolet,Cruze,313320,0,0,0
2,1,324707.8,2018-08-28,8/28/18,1,1,42.01216713,-87.6905173,19470,1,11/13/17,11/13/18,2002,Ford,Transit,322368,0,0,1
3,1,217512.2,2018-10-12,10/24/18,1,1,42.01904268,-87.70833212,26890,1,8/13/17,8/13/18,2007,Ford,Escape,215292,0,0,1
5,3,110984,2016-01-12,1/14/16,1,2,41.97959355,-87.75858927,1759.5,0,2/18/15,2/18/16,2011,Hyundai,Elantra,103440,0,0,0
3,3,126175.9,2016-01-15,1/23/16,0,1,41.75895236,-87.57750653,1200,0,3/19/15,3/18/16,2010,Acura,RDX,114120,0,0,0
3,1,160710.5,2016-06-29,6/29/16,0,1,41.86309346,-87.6274658,21830,1,11/23/15,11/22/16,2008,Ford,F-150,158400,0,0,1
2,3,192925.5,2018-07-12,7/18/18,0,1,41.88457722,-87.62440363,2530,0,1/20/17,1/20/18,2009,Hyundai,Sonata,189504,0,0,0
5,1,207173.5,2017-06-10,6/21/17,1,1,41.73879909,-87.64121073,25350,1,11/18/16,11/18/17,2006,Volkswagen,Passat,203940,0,0,1
5,3,197737.7,2018-01-12,1/19/18,0,1,41.96165205,-87.71055481,3358,0,4/18/17,4/18/18,2010,Ford,Focus,183072,0,0,0
5,1,113992.9,2016-02-23,3/7/16,1,1,41.73682263,-87.58578342,28658,1,1/25/15,1/25/16,2011,Chevrolet,Silverado,109440,0,0,1
3,3,43933.7,2018-11-03,11/5/18,0,1,41.78061287,-87.70816142,2710,0,2/19/17,2/19/18,2015,Toyota,Corolla,29574,1,0,0
4,3,254944.4,2017-12-28,12/28/17,1,1,42.00909475,-87.66075069,2950,0,4/2/16,4/2/17,2005,Toyota,Rav-4,250332,0,0,0
5,1,182737.4,2016-12-05,12/14/16,1,2,41.79017254,-87.65734763,30170,1,2/9/15,2/9/16,2008,Chevrolet,Trax,172704,0,0,1
2,3,90831.9,2018-08-31,9/3/18,0,5,41.67045106,-87.64151563,1090,0,2/16/17,2/16/18,2014,Chrysler,300,89268,0,0,0
2,3,363795.5,2016-06-26,7/4/16,0,1,41.95285299,-87.79612953,1242,0,5/6/15,5/5/16,2001,Honda,Accord,352800,0,0,0
3,3,215108.2,2018-09-13,9/25/18,1,4,41.77780768,-87.76867153,1180,0,2/26/17,2/26/18,2007,Buick,Encore,206928,0,0,0
1,3,78696.5,2016-12-16,12/16/16,0,1,41.7662891,-87.58238984,1810,0,4/26/15,4/25/16,2010,Dodge,Ram,67896,1,0,0
5,3,279054.7,2018-08-04,8/11/18,1,1,41.82953596,-87.67267101,1184.5,0,4/26/17,4/26/18,2006,Honda,Pilot,272724,0,0,0
4,3,428506.4,2016-04-17,4/23/16,0,3,41.86411696,-87.61894998,1730,0,1/22/15,1/22/16,1998,Honda,Civic,423576,0,0,0
3,3,106846.5,2016-08-29,9/5/16,0,1,41.84742098,-87.6123912,2740,0,5/15/15,5/14/16,2012,Mercedes,GLE,93936,0,0,0
5,3,156432,2018-02-08,2/14/18,0,1,41.77800459,-87.76185936,2910,0,1/11/17,1/11/18,2011,Ford,Fusion,150876,0,0,0
2,1,367828.7,2018-05-03,5/15/18,0,1,41.7783291,-87.61572579,40540,1,3/27/17,3/27/18,2002,Toyota,Rav-4,365724,0,0,1
3,1,146914.9,2017-01-31,2/2/17,1,3,41.89578154,-87.63432724,16880,1,6/16/16,6/16/17,2011,Volkswagen,Jetta,140244,0,1,1
5,1,189527.8,2016-06-28,7/3/16,1,3,41.87907221,-87.76467523,20570,1,8/14/15,8/13/16,2008,Honda,Odyssey,188160,0,0,1
1,3,86339.7,2016-11-18,11/24/16,0,2,41.75831465,-87.61526504,1630,0,8/16/15,8/15/16,2013,Acura,RDX,71640,0,0,0
5,1,66185.9,2016-12-04,12/6/16,1,1,41.89142316,-87.74582768,19820,1,1/1/15,1/1/16,2013,Chevrolet,Equinox,65628,0,0,1
1,3,238695.5,2016-07-06,7/15/16,0,2,41.73664184,-87.61253653,1240,0,4/3/15,4/2/16,2004,Jeep,Renegade,231696,0,0,0
2,3,104770.1,2017-06-08,6/15/17,0,1,41.94356352,-87.79438355,2300,0,2/10/16,2/9/17,2007,Subaru,Outback,95424,1,0,0
3,3,117059,2016-08-03,8/4/16,1,1,41.85263366,-87.72915564,2510,0,7/12/15,7/11/16,2004,Nissan,Sentra,115488,1,0,0
3,1,53139.6,2018-09-22,10/4/18,0,1,41.8806333,-87.62780997,3415.5,1,11/12/17,11/12/18,2013,Toyota,Rav-4,48588,1,0,0
4,3,131096.9,2016-05-04,5/8/16,0,3,41.9246824,-87.71950184,2430,0,3/26/15,3/25/16,2010,Jeep,Wrangler,116208,0,0,0
5,3,42097.3,2016-10-28,11/2/16,0,2,41.89565166,-87.70771743,2240,0,5/11/15,5/10/16,2012,Toyota,Rav-4,37224,1,0,0
2,3,90098.9,2017-11-01,11/12/17,0,1,41.83794567,-87.64545983,1770,0,1/22/16,1/21/17,2013,Chevrolet,Malibu,79764,0,0,0
3,3,117606.2,2016-03-26,4/3/16,0,1,41.85669757,-87.64646342,2960,0,3/23/15,3/22/16,2011,Nissan,Altima,108660,0,0,0
1,3,144534.3,2017-09-03,9/3/17,0,1,41.99743743,-87.7638592,2340,0,7/12/16,7/12/17,2011,Chevrolet,Silverado,136080,0,0,0
5,3,45687.8,2016-04-13,4/25/16,1,1,41.85400128,-87.66589962,1620,0,3/10/15,3/9/16,2014,Dodge,Ram,36456,0,0,0
3,3,274590.8,2017-06-15,6/20/17,0,1,41.87433069,-87.63960074,1060,0,2/18/16,2/17/17,2005,Honda,CR-V,264768,0,0,0
2,1,290003.5,2016-06-14,6/16/16,0,1,41.79291088,-87.74207734,2710,1,7/25/15,7/24/16,2004,Chevrolet,Cruze,277056,0,0,0
3,1,92951.4,2017-11-12,11/20/17,1,1,41.87206239,-87.75490425,40170,1,6/4/16,6/4/17,2013,Toyota,Corolla,84816,0,0,1
5,3,77380.8,2016-03-25,4/6/16,0,1,41.90405272,-87.66779309,2090,0,11/9/15,11/8/16,2009,Lexus,NX,63798,1,0,0
1,3,129334.5,2017-12-03,12/15/17,1,1,41.80927145,-87.63089121,14720,0,9/17/16,9/17/17,2011,Nissan,Sentra,123696,0,0,1
1,3,241369.3,2017-08-05,8/9/17,1,4,41.78746198,-87.69347746,1610,0,1/23/16,1/22/17,2006,Toyota,Camry,229776,0,0,0
1,3,415100.7,2016-12-18,12/23/16,1,1,41.87577504,-87.67301419,14570,0,7/3/15,7/2/16,1998,Volkswagen,Passat,405864,0,0,1
3,4,232471.8,2018-12-12,12/19/18,1,6,41.89482746,-87.74565493,27278,1,2/8/17,2/8/18,2007,Chevrolet,Equinox,229368,0,1,1
3,1,374676.4,2017-12-20,12/23/17,0,1,41.98575616,-87.66378215,27266.5,1,9/8/16,9/8/17,1998,Ford,Edge,362040,0,0,1
2,1,298024.4,2017-09-16,9/27/17,0,1,41.87870495,-87.74532124,31210,1,2/16/16,2/15/17,2003,Ford,Focus,297108,0,0,1
3,1,342361.6,2018-08-16,8/27/18,1,2,41.97260628,-87.74805607,27830,1,1/25/17,1/25/18,2003,Chevrolet,Cruze,339660,0,0,1
5,3,66676.4,2017-04-13,4/18/17,1,2,41.93213794,-87.70720738,2700,0,11/19/16,11/19/17,2014,Nissan,Rogue,63108,0,0,0
3,1,90079.6,2017-01-30,2/8/17,1,1,42.01002354,-87.68384244,16690,1,6/10/16,6/10/17,2013,Volkswagen,Jetta,87252,0,0,1
3,3,322626,2017-12-09,12/21/17,1,1,41.99623075,-87.6896868,2250,0,6/17/16,6/17/17,2000,Ford,Edge,307740,0,0,0
2,3,50768.3,2016-11-12,11/17/16,0,1,41.95910043,-87.68239224,1290,0,8/21/15,8/20/16,2014,Ford,Transit,45600,0,0,0
5,3,95327.6,2018-10-23,10/28/18,0,1,41.90986357,-87.7363803,13090,0,4/26/17,4/26/18,2013,Hyundai,Santa Fe,93948,0,0,1
5,1,188512.6,2017-12-08,12/12/17,1,1,41.88438238,-87.62761347,28230,1,7/24/16,7/24/17,2009,Subaru,Outback,183780,0,0,1
2,3,289034.6,2018-09-26,9/26/18,1,2,41.75889574,-87.5840765,1350,0,1/15/17,1/15/18,2006,Honda,Accord,279696,0,0,0
5,3,176427.2,2016-04-17,4/17/16,0,1,41.89747568,-87.62836809,2277,0,1/8/15,1/8/16,2009,Ford,Escape,161616,0,0,0
1,3,79124.3,2018-09-30,10/14/18,0,1,41.91696685,-87.73335306,2070,0,4/6/17,4/6/18,2010,Ford,F-150,76086,1,0,0
4,3,70100.4,2017-02-12,2/18/17,1,1,41.80196297,-87.61617093,1940,0,4/1/16,4/1/17,2014,Chevrolet,Malibu,60804,0,0,0
5,1,81047.6,2016-10-24,10/28/16,0,1,41.92196157,-87.66509222,21480,1,3/12/15,3/11/16,2013,Mercedes,GLE,68904,0,0,1
5,3,178149.5,2017-05-17,5/17/17,1,4,41.96107617,-87.64598137,1610,0,7/1/16,7/1/17,2009,Ford,Explorer,173040,0,0,0
3,3,173820.1,2018-09-20,9/29/18,0,1,41.87626181,-87.68146423,1610,0,2/4/17,2/4/18,2011,Honda,Civic,160524,0,0,0
1,1,83868.7,2018-02-15,2/26/18,0,1,41.89111508,-87.75805613,35480,1,5/1/17,5/1/18,2014,Ford,Fusion,80976,0,0,1
1,1,68838.7,2018-02-14,2/20/18,1,2,41.93952777,-87.69347386,26440,1,3/16/17,3/16/18,2015,Hyundai,Sonata,64524,0,0,1
5,3,99222,2016-12-04,12/9/16,1,1,41.75621011,-87.63134494,1020,0,8/25/15,8/24/16,2008,Honda,CR-V,88848,1,0,0
2,3,130177.5,2018-05-27,6/2/18,0,1,41.96637821,-87.72182581,2910,0,7/4/17,7/4/18,2012,Kia,Forte,128760,0,0,0
1,1,484293,2017-10-14,10/25/17,1,4,41.82622161,-87.70465031,14430,1,3/27/16,3/27/17,1991,Ford,E-Series,470892,0,0,1
1,1,75725.8,2018-08-19,8/20/18,1,1,41.75921204,-87.69517261,34470,1,4/7/17,4/7/18,2012,GMC,Sierra,62748,1,0,1
1,3,135179.7,2016-04-20,4/29/16,0,1,41.97244295,-87.77809642,1184.5,0,11/18/15,11/17/16,2010,Ford,Explorer,122040,0,0,0
4,3,340870.7,2018-07-18,7/31/18,1,1,41.73668011,-87.57585698,3369.5,0,8/9/17,8/9/18,2004,Cadillac,XT5,325932,0,0,0
5,3,180706.3,2017-05-01,5/6/17,1,1,41.75848317,-87.61704136,15750,0,1/9/16,1/8/17,2008,Honda,Odyssey,175296,0,0,1
3,1,216747.3,2018-07-13,7/21/18,0,1,41.8819952,-87.62764725,31855,1,1/7/17,1/7/18,2008,Honda,Civic,207252,0,0,1
3,1,344986.8,2017-08-30,9/13/17,1,1,41.8560506,-87.62403663,44700.5,1,6/27/16,6/27/17,2000,Jeep,Compass,343860,0,0,1
4,3,81690.7,2016-03-14,3/14/16,0,3,41.82291859,-87.68177863,1870,0,8/27/15,8/26/16,2013,Toyota,Sienna,67788,0,0,0
1,1,185142,2018-02-25,3/7/18,1,1,41.82100687,-87.68491087,21505,1,11/19/17,11/19/18,2009,Ford,Edge,180960,0,0,1
1,1,171947.6,2018-04-22,4/27/18,1,1,41.87810931,-87.63941452,36180,1,9/19/17,9/19/18,2010,Chevrolet,Express,170304,0,0,1
4,3,197579.6,2016-05-03,5/13/16,1,1,41.77641134,-87.70322589,2495.5,0,5/10/15,5/9/16,2006,Nissan,Sentra,195240,0,0,0
5,1,49732.6,2016-05-10,5/24/16,1,1,41.81715064,-87.70447558,33465,1,6/3/15,6/2/16,2012,Hyundai,Sonata,43296,1,0,1
2,3,174632.9,2016-10-10,10/18/16,0,1,41.84468662,-87.70218762,2490,0,7/16/15,7/15/16,2009,Mazda,CX-5,167748,0,1,0
2,1,75214.1,2017-08-20,8/20/17,0,1,41.75496217,-87.72335908,34010,1,5/8/16,5/8/17,2014,Jeep,Cherokee,63180,0,0,1
2,2,307061.4,2018-12-05,12/18/18,0,3,42.01864441,-87.69033068,2587.5,0,7/6/17,7/6/18,2005,Toyota,Highlander,293052,0,0,0
4,3,125724.7,2016-04-09,4/9/16,0,1,41.73653921,-87.60485428,1840,0,4/16/15,4/15/16,2011,Ford,F-150,119820,0,0,0
4,3,132430.5,2017-06-16,6/19/17,0,1,41.75091814,-87.62469012,2680,0,9/1/16,9/1/17,2011,Ford,F-150,131904,0,0,0
4,3,306663.3,2017-05-22,6/2/17,0,3,41.9189432,-87.64868497,1740,0,10/1/16,10/1/17,2003,Chevrolet,Cruze,305256,0,0,0
1,3,54666,2018-11-04,11/6/18,1,1,41.76961386,-87.58380275,17360,0,9/17/17,9/17/18,2013,Nissan,Versa,53910,1,0,1
2,1,156331.1,2017-04-15,4/28/17,1,1,41.83108107,-87.62932962,39370,1,1/24/16,1/23/17,2010,Acura,MDX,155112,0,0,1
4,1,294721.7,2018-04-07,4/14/18,1,1,41.87707459,-87.73547397,40180,1,8/25/17,8/25/18,2005,Chevrolet,Camaro,287184,0,0,1
5,1,108549.4,2017-11-13,11/26/17,1,1,41.79342111,-87.67601718,16100,1,7/11/16,7/11/17,2012,Ford,Focus,95604,0,0,1
5,1,142624.1,2018-02-19,2/19/18,0,2,41.75571944,-87.66371778,37500,1,3/7/17,3/7/18,2003,Honda,Civic,141156,1,0,1
2,3,337901.9,2018-01-27,2/7/18,0,1,41.97321459,-87.65992981,2540,0,3/5/17,3/5/18,2003,Subaru,Outback,333900,0,0,0
5,1,185161.6,2017-11-06,11/14/17,1,1,41.8689511,-87.68595494,21300,1,9/21/16,9/21/17,2009,Ford,F-150,175704,0,0,1
4,3,227235.4,2017-01-30,2/11/17,0,1,41.91750705,-87.68483345,2550,0,7/23/16,7/23/17,2006,Ford,F-150,224052,0,0,0
